industry,name,ticker,ISIN,stockkey
20106010,Kyokuto KK,7226 JT,JP3256900006,5341
45102010,Poletowin Pitcrew Holdings Inc,3657 JT,JP3855950006,280732
45103010,Akatsuki Inc.,3932 JT,JP3107000006,697777
45301020,Mitsui High Tec Inc,6966 JT,JP3892400007,1330
20106020,DMG MORI SEIKI CO LTD,6141 JT,JP3924800000,1252
30101010,Sogo Medical Co Ltd,4775 JT,JP3432300006,32386
45102030,GMO Click Securities Inc,9449 JT,JP3152750000,29446
45203015,Japan Aviation Electronics,6807 JT,JP3705600009,2148
15105020,Hokuetsu Kishu Paper Co,3865 JT,JP3841800000,1405
45103010,Fukui Computer Co,9790 JT,JP3803800006,24201
15101040,Air Water Inc,4088 JT,JP3160670000,966
45102010,Hearts United Group Co Ltd,3676 JT,JP3765110006,209254
45103010,KLab Inc,3656 JT,JP3268870007,280430
20202020,Funai Consulting Inc,9757 JT,JP3825800000,8198
20106020,Tsudakoma Corp,6217 JT,JP3533000000,1376
20301010,SBS Holdings Inc.,2384 JT,JP3163500006,295437
60102010,Shinoken Group Co Ltd,8909 JT,JP3354100004,328017
50201010,OPT Inc,2389 JT,JP3197730009,42240
45103010,MTI Ltd,9438 JT,JP3167480007,31046
35202010,Kyowa Hakko Kogyo Co,4151 JT,JP3256000005,1825
30201030,Coca-Cola Bottlers Japan Co,2579 JT,JP3293200006,13010
25201010,Alpine Electronics Inc,6816 JT,JP3126200009,2145
25201030,Sekisui House,1928 JT,JP3420600003,1629
30302010,Milbon Co,4919 JT,JP3910650005,24314
60102040,Relo Holdings Inc,8876 JT,JP3755200007,29518
20107010,Toyota Tsusho Corp,8015 JT,JP3635000007,1735
45203015,Dai-Ichi Seiko Co Ltd,6640 JT,JP3476210004,44170
15101050,Mec Co Ltd,4971 JT,JP3920890005,33888
60102030,Daikyo Inc,8840 JT,JP3481400004,1226
25101020,Toyo Tire & Rubber Co,5105 JT,JP3610600003,1800
25101010,Eagle Industry Co,6486 JT,JP3130400009,7587
20106020,Hoshizaki Electric Co Ltd,6465 JT,JP3845770001,208056
30302010,Shiseido Co,4911 JT,JP3351600006,1119
20103010,Kyowa Exeo Corp,1951 JT,JP3254200003,1246
20202010,World Holdings Co Ltd,2429 JT,JP3990220000,41532
20103010,Daiho Construction Co,1822 JT,JP3498600000,1586
45102010,FRONTEO Inc,2158 JT,JP3944630007,64213
45202030,Roland DG Corp,6789 JT,JP3983450002,33051
15101010,W-Scope Corp,6619 JT,JP3505970008,283870
20102010,Noritz Corp,5943 JT,JP3759400009,1101
15101050,Osaka Soda corp,4046 JT,JP3485900009,1263
50201020,Fuji Television Network Inc,4676 JT,JP3819400007,23508
25203010,Gunze,3002 JT,JP3275200008,834
25203030,Fuji Spinning Co,3104 JT,JP3820800005,1398
30202030,Yamazaki Baking Co,2212 JT,JP3935600001,1739
30301010,Uni Charm Corp,8113 JT,JP3951600000,1655
35101020,Nipro Corp,8086 JT,JP3673600007,2035
60102020,Daibiru Corp,8806 JT,JP3497200000,1352
20106020,Miura Co,6005 JT,JP3880800002,1090
10101020,Modec Inc,6269 JT,JP3888250002,40352
20102010,Asahi Glass Co,5201 JT,JP3112000009,1297
25301040,HotLand Co Ltd.,3196 JT,JP3851950000,570517
45203030,Daitron Co Ltd,7609 JT,JP3487600003,29514
20106020,Amada Co,6113 JT,JP3122800000,907
25201020,Sangetsu Co,8130 JT,JP3330000005,2047
25401040,Proto Corp,4298 JT,JP3833740008,36048
20102010,Takasago Thermal Engineer Co,1969 JT,JP3455200000,1862
45203015,Dexerials Corp.,4980 JT,JP3548770001,570497
30202030,Fuji Oil Co,2607 JT,JP3816400000,884
35201010,SanBio Co Ltd,4592 JT,JP3336750009,486247
45102010,NTT Data Communications Systems,9613 JT,JP3165700000,13345
45203015,Sumida Corp,6817 JT,JP3400800003,24373
35101010,Nikkiso Co,6376 JT,JP3668000007,869
50202010,Imagica Robot Holdings Inc,6879 JT,JP3802900005,463417
30301010,Pigeon Corp,7956 JT,JP3801600002,16142
60102010,Tokyo Tatemono Co,8804 JT,JP3582600007,1282
45203030,Hibino,2469 JP,JP3793200001,43091
25101010,Ahresty Corp,5852 JT,JP3100600000,7654
60102020,NTT Urban Development,8933 JT,JP3165690003,41248
45103010,Colopl Inc,3668 JT,JP3305960001,324387
45203030,Siix Corp,7613 JT,JP3346700002,29521
20104010,Odelic Co Ltd,6889 JT,JP3172420006,328012
25502020,Dena Co,2432 JT,JP3548610009,41510
25301040,Skylark Co Ltd,3197 JT,JP3396210001,458107
35201010,Hansa Biopharma AB,HMED SS,SE0002148817,702787
35203010,MorphoSys AG,MOR GY,DE0006632003,27926
20107010,Ramirent Oyj,RMR1V FH,FI0009007066,30555
10102050,Stobart Group Ltd,STOB LN,GB00B03HDJ73,226853
30202030,Mowi ASA,MHG NO,NO0003054108,27356
45301020,INSIDE SECURE SA,INSD FP,FR0010291245,291174
60102020,Picton Property Income Limited,PCTN LN,GB00B0LCW208,46208
50102010,Millicom Intl Cellular S.A. - SDR,MIC SS,SE0001174970,42524
35101020,EssilorLuxottica,EL FP,FR0000121667,494
25301040,McDonalds Hldgs Co Japan,2702 JT,JP3750500005,35664
25504010,Sacs Bar Holdings Inc,9990 JT,JP3584700003,24781
25504020,Ks Holdings Corp,8282 JT,JP3277150003,24206
45203010,Kapsch TrafficCom AG,KTCG AV,AT000KAPSCH9,44619
60102020,Buwog AG,BWO AV,AT00BUWOG001,351405
15103010,Resilux,RES BB,BE0003707214,25614
50101010,Telenet Group Holding NV,TNET BB,BE0003826436,42683
25501010,DIeteren Trading BV,DIE BB,BE0974259880,7011
20103010,CFE-Compagnie Francios dEntreprises,CFEB BB,BE0003883031,9261
25203030,Sioen Industrie,SIOE BB,BE0003743573,18967
40301030,Vaudoise Assurances Hldg Br,VAHN SW,CH0021545667,18933
20107010,Solar A/S,SOLARB DC,DK0010274844,11848
60102030,TK Development AS,TKDV DC,DK0010258995,11859
15103020,Papeles y Cartones de Europa,PAC SM,ES0168561019,31399
30201030,Coca-Cola European Partners plc,CCE UN,GB00BDCPN049,5012
25301020,NH Hotel Group SA,NHH SM,ES0161560018,2529
25301030,"Parques Reunidos Servicios Centrales, S.A.U.",PQR SM,ES0105131009,696992
25401040,Vocento,VOC SM,ES0114820113,44952
40201030,Corporacion Financiera Alba,ALB SM,ES0117160111,2557
60102020,Realia Business SA,RLIA SM,ES0173908015,44579
15104050,Tubos Reunidos Sa,TRG SM,ES0180850416,38601
40203010,Capman Oyj,CAPMAN FH,FI0009009377,33969
35102015,Pihlajalinna Oyj,PIHLIS FH,FI4000092556,486372
35101010,Revenio Group Oyj,REG1V FH,FI0009010912,570242
25503010,Stockmann AB OY B,STCBV FH,FI0009000251,302
60102020,Technopolis Oyj,TPS1V FH,FI0009006886,30580
35102010,Oriola Oyj B,OKDBV FH,FI0009014351,43550
45102010,Solutions 30 SE,ALS30 FP,FR0013188844,571197
45103010,Esker SA,ALESK FP,FR0000035818,28227
30302010,LOreal,OR FP,FR0000120321,370
55101010,Direct Energie,DIREN FP,FR0004191674,42200
20106020,Groupe Gorge,GOE FP,FR0000062671,27085
45103010,Axway Software SA,AXW FP,FR0011040500,277458
35101020,Essilor Intl,EI FP,FR0000121667,494
25202010,Trigano,TRI FP,FR0005691656,27108
25201010,TECHNICOLOR,TCH FP,FR0010918292,29090
45103010,Esi Group,ESI FP,FR0004110310,32002
35201010,Onxeo,ONXEO FP,FR0010095596,43041
45202030,MGI Digital Graphic,ALMDG FP,FR0010353888,356362
40201020,Standard Life Aberdeen,SLA LN,GB00BVFD7Q58,43634
40203010,St Jamess Place,STJ LN,GB0007669376,2845
15104020,BHP Billiton Plc,BLT LN,GB0000566504,21104
35201010,Shire Plc,SHP LN,JE00B2QKY057,16466
40301040,Esure Group PLC,ESUR LN,GB00B8KJH563,322177
25401025,Sky Plc,SKY LN,GB0001411924,12256
20106020,Luxfer Holdings PLC,LXFR UN,GB00BNK03D49,307728
60101010,RDI REIT Plc,RDI LN,IM00B8BV8G91,284220
35101010,Oxford Immunotec Global PLC,OXFD UQ,GB00BGFBB958,345315
20104010,Dialight Plc,DIA LN,GB0033057794,9616
10101020,Lamprell PLC,LAM LN,GB00B1CL5249,46038
15104020,Vedanta Resources Inc,VED LN,GB0033277061,40209
25301040,Marstons,MARS LN,GB00B1JQDM80,3227
15104030,Randgold Resources Ltd,RRS LN,GB00B01C3S32,31887
55105020,Atlantica Yield plc,AY UQ,GB00BLP5YB54,352424
15104030,Petropavlovsk Plc,POG LN,GB0031544546,37207
20301010,Wincanton,WIN LN,GB0030329360,34647
25301040,Dominos Pizza UK & IRL,DOM LN,GB00BYN59130,29465
25301020,InterContinental Hotels Group Plc,IHG LN,GB00BD8QVH41,2878
30202030,Parmalat SpA,PLT IM,IT0003826473,43764
50101020,Ei Towers,EIT IM,IT0003043418,42214
40301030,Vittoria Assicurazioni SpA,VAS IM,IT0000062882,673
40203010,Tamburi Investment Partners SpA,TIP IM,IT0003153621,42837
20305020,Ansaldo STS SpA,STS IM,IT0003977540,43308
30202030,Massimo Zanetti Beverage Group Spa,MZB IM,IT0005042467,486222
25502020,ePRICE SpA,EPR IM,IT0005084717,486137
40203010,DeA Capital SpA,DEA IM,IT0001431805,31427
25203020,Tods SpA,TOD IM,IT0003007728,33117
60101040,Beni Stabili SPA SIIQ,BNS IM,IT0001389631,29173
25203010,Luxottica Group SpA,LUX IM,IT0001479374,33502
25504010,BasicNet SpA,BAN IM,IT0001033700,31228
20103010,Astaldi SpA,AST IM,IT0003261069,37381
20104020,Senvion S.A.,SEN GY,LU1377527517,690507
25504040,LOccitane International SA,973 HK,LU0501835309,225389
15101050,Akzo Nobel NV,AKZA NA,NL0000009132,2277
20202020,RELX NV,REN NA,NL0006144495,2291
30101020,Amsterdam Commodities NV,ACOMO NA,NL0000313286,21613
30202030,Marine Harvest ASA,MHG NO,NO0003054108,27356
45103010,Link Mobility Group ASA,LINK NO,NO0010219702,759386
20303010,Wilh. Wilhelmsen Holding ASA,WWI NO,NO0010571698,2342
45203015,Idex ASA,IDEX NO,NO0003070609,356057
45203010,Next Biometrics Group AS,NEXT NO,NO0010629108,702827
20303010,Wallenius Wilhelmsen Logistics ASA,WWL NO,NO0010571680,279012
45103010,CLX Communications AB,CLX SS,SE0007439112,681652
50101010,Com Hem Holding AB,COMH SS,SE0005999778,352441
45102010,Proact It Group AB,PACT SS,SE0000412991,31272
60102030,Magnolia Bostad AB,MAG.SS,SE0007074505,702847
25201030,Oscar Properties Holding AB,OP SS,SE0005095601,759397
40202010,Axactor SE,AXA NO,SE0011309319,702862
35102020,Humana AB,HUM SS,SE0008040653,698017
25504010,MQ Holding AB,MQ SS,SE0003303460,226034
45201020,Net Insight B,NETIB SS,SE0000366098,31265
35102020,Capio AB,CAPIO SS,SE0007185681,570282
20101010,CTT Systems AB,CTT SS,SE0000418923,31250
45201020,INVISIO Communications AB,IVSO SS,SE0001200015,702832
25301010,Kindred Group,KIND SS,SE0007871645,46020
45202030,Doro AB,DORO SS,SE0000215493,570212
25301030,Skistar AB B,SKISB SS,SE0000241614,27473
35201010,Hansa Medical AB,HMED SS,SE0002148817,702787
60102010,D. Carnegie & Co,DCARB SS,SE0005594728,351372
20201080,Gunnebo AB,GUNN SS,SE0000195570,19217
45203010,Pricer AB B,PRICB SS,SE0000233934,19247
45203010,Precise Biometrics A,PREC SS,SE0001823303,31271
45203010,Alps Electric Co,6770 JT,JP3126400005,1488
45203010,Kyocera Corp,6971 JT,JP3249600002,1523
20106020,Amano Corp,6436 JT,JP3124400007,1213
45203010,Star Micronics Co,7718 JT,JP3399000003,1359
45203010,Omron Corp,6645 JT,JP3197800000,2167
25203030,Toyobo Co,3101 JT,JP3619800000,996
20103010,Nippo Corporation,1881 JT,JP3750200002,1257
15101010,ST Corp,4951 JT,JP3162800001,1187
45203010,Arisawa Mfg Co,5208 JT,JP3126000003,5319
45203010,TDK Corp,6762 JT,JP3538800008,1125
20304020,Fukuyama Transporting Co,9075 JT,JP3806800003,2109
25504030,Duskin Co Ltd,4665 JT,JP3505900005,44221
20202010,TechnoPro Holdings Inc,6028 JT,JP3545240008,465192
45203010,Sumida Corp,6817 JT,JP3400800003,24373
45203010,Taiyo Yuden Co,6976 JT,JP3452000007,1276
35101010,Topcon Corp,7732 JT,JP3630400004,1133
45203010,Riken Keiki Co,7734 JT,JP3971000009,7957
20106010,Mitsui Engineering & Shipbldg,7003 JT,JP3891600003,1833
20104010,Sumitomo Electric Industries,5802 JT,JP3407400005,1856
20106020,Fuji Machine Mfg. Co. Ltd.,6134 JT,JP3809200003,463217
45203010,Hirose Electric Co,6806 JT,JP3799000009,1753
45301010,UT Group Co Ltd,2146 JT,JP3949500007,40356
45203010,Nippon Electric Glass,5214 JT,JP3733400000,1778
45203010,Yaskawa Electric Corp,6506 JT,JP3932000007,1871
35202010,Tsumura & Co,4540 JT,JP3535800001,1291
45203010,Toa Corp (Hyogo),6809 JT,JP3538600002,13623
15101050,Zeon Corp,4205 JT,JP3725400000,1260
45203010,Hosiden Corp,6804 JT,JP3845800006,1817
25201030,Daikyo Inc,8840 JT,JP3481400004,1226
45203010,CMK Corp,6958 JT,JP3712000003,909
20104010,Nippon Signal Co,6741 JT,JP3716000009,1259
20104010,Kyosan Electric Mfg Co,6742 JT,JP3248800009,1326
20201010,Nissha Co Ltd,7915 JT,JP3713200008,1344
25504040,Alpen Co,3028 JT,JP3126470008,43254
45203010,Hamamatsu Photonic,6965 JT,JP3771800004,17939
45203010,Hochiki Corp,6745 JT,JP3837400005,860
45203010,Maruwa Co Ltd,5344 JT,JP3879250003,24304
15104050,Aichi Steel Works,5482 JT,JP3103600007,1487
25203030,Nisshinbo Holdings Inc,3105 JT,JP3678000005,1780
45103010,SCSK Corp,9719 JT,JP3400400002,2058
20106020,Hirano Tecseed Co,6245 JO,JP3795800006,7748
10101010,Japan Drilling Co Ltd,1606 JT,JP3691500007,211706
25101010,Kayaba Industry Co,7242 JT,JP3220200004,1324
35201010,Eiken Chemical Co,4549 JT,JP3160700005,1984
45203010,Koa Corp,6999 JT,JP3283400004,814
45203010,Nihon Dempa Kogyo,6779 JT,JP3737800007,5346
15101050,Daicel Chemical Industries Co,4202 JT,JP3485800001,1921
20304010,Tokyu Corp,9005 JT,JP3574200006,1285
20103010,Fudo Tetra Corp,1813 JT,JP3825600004,1587
25201050,Noritake Co,5331 JT,JP3763000001,1179
45203010,EM Systems Co Ltd,4820 JT,JP3130200003,33517
35102015,M3 Inc,2413 JT,JP3435750009,41082
45203010,Nippon Chemi-Con Corp,6997 JT,JP3701200002,2032
25201050,Sanrio Co,8136 JT,JP3343200006,1037
45203010,Enplas Corp,6961 JT,JP3169800004,5328
45203010,Japan Aviation Electronics,6807 JT,JP3705600009,2148
20107010,Hitachi High-Technologies,8036 JT,JP3678800008,1346
45203010,Ibiden Co,4062 JT,JP3148800000,837
45203010,Mabuchi Motor Co,6592 JT,JP3870000001,1248
20106010,Kubota Corp,6326 JT,JP3266400005,1023
45203010,Tamura Corp,6768 JT,JP3471000004,1563
25201030,Takamatsu Corporation,1762 JT,JP3457900003,30985
25201030,Goldcrest Co,8871 JT,JP3306800008,30979
35201010,Sosei Group Corp,4565 JT,JP3431300007,40831
45203010,Nippon Ceramic,6929 JT,JP3725200004,5348
45203010,Yokowo Co Ltd,6800 JT,JP3954200006,1874
45301020,Sumco Corp,3436 JT,JP3322930003,42860
25504010,Xebio Holdings Co,8281 JT,JP3428800001,7164
30302010,CI:z Holdings Co Ltd,4924 JT,JP3638700009,38371
15101050,Hodogaya Chemical Co,4112 JT,JP3852600000,1507
20201060,Nichiban Co,4218 JP,JP3662400005,893
45203010,Hoya Corp,7741 JT,JP3837800006,886
45203015,Meiko Electronics Co Ltd,6787 JQ,JP3915350007,33484
45103020,DTS Corp,9682 JT,JP3548500002,24177
25201040,Makita Corp,6586 JT,JP3862400003,2096
35101020,Miraca Holdings Inc,4544 JT,JP3822000000,1006
30101030,Kura Corp,2695 JT,JP3268200007,34745
45102010,TECNOS JAPAN INCORPORATED,3666 JT,JP3545230009,689212
45203010,Iriso Electronics Co Ltd,6908 JT,JP3149800009,34264
20106020,Ryobi,5851 JT,JP3975800008,937
25201030,Daito Trust Construction Co,1878 JT,JP3486800000,1979
35202010,JCR Pharmaceutical Co,4552 JT,JP3701000006,13006
25501010,JINS Inc,3046 JT,JP3386110005,43722
45301010,YAC Holdings Co Ltd,6298 JT,JP3990600003,31095
25201030,Daiwa House Industry Co,1925 JT,JP3505000004,1981
45101010,VOYAGE GROUP Inc,3688 JT,JP3855650002,356262
50202010,Toei Animation Co Ltd,4816 JQ,JP3560200002,33483
20105010,Mie Kotsu Group Holdings Inc,3232 JT,JP3332510001,576782
50102010,MTI Ltd,9438 JT,JP3167480007,31046
20103010,Token Corp,1766 JT,JP3590900001,24780
40202010,Orix Corp,8591 JT,JP3200450009,1847
35102015,EPS Holdings Inc,4282 JT,JP3130770005,35385
50201010,OPT Inc,2389 JQ,JP3197730009,42240
20103010,Taihei Dengyo Kaisha,1968 JT,JP3447200001,1791
45103010,Trend Micro Inc,4704 JT,JP3637300009,29450
20104010,Idec Corp,6652 JT,JP3138800002,1408
45203010,Nichicon Corp,6996 JT,JP3661800007,1437
45203010,Ferrotec Holdings Corp,6890 JT,JP3802720007,24252
35202010,CMIC HOLDINGS Co Ltd,2309 JT,JP3359000001,37343
20104020,Sinfonia Technology Co Ltd,6507 JT,JP3375400003,1357
20107010,Misumi Group Inc,9962 JT,JP3885400006,9832
20301010,SENKO Group Holdings Co Ltd,9069 JT,JP3423800006,2100
60102010,Star Mica,3230 JX,JP3399290000,44118
25501010,ABC-Mart Inc,2670 JT,JP3152740001,32999
20106010,Iseki & Co Ltd,6310 JT,JP3139600005,1013
40201040,Japan Exchange Group Inc,8697 JT,JP3183200009,42347
15101010,Nifco Inc,7988 JT,JP3756200006,929
25401010,Cookpad Inc,2193 JT,JP3266170004,226629
45203010,SCREEN Holdings Co Ltd,7735 JT,JP3494600004,1663
20202020,Mitsubishi Research Institute Inc,3636 JT,JP3902200009,210567
50101020,T-Gaia Corp,3738 JT,JP3893700009,42249
20103010,Toshiba Plant Kensetsu Co,1983 JT,JP3594200002,1732
10102030,Nippon Gas Co,8174 JT,JP3695600001,1026
50101020,Swisscom AG Reg,SCMN VX,CH0008742519,26255
35203010,BTG,BTG LN,GB0001001592,16422
20305020,Groupe Eurotunnel SE,GET FP,FR0010533075,46518
20106020,Schindler-Hldg AG Ptg,SCHP VX,CH0024638196,2817
40301030,Talanx AG,TLX GY,DE000TLX1005,307816
45101010,Auto Trader Group Plc,AUTO LN,GB00BVYVFW23,483717
45203010,Laird PLC,LRD LN,GB00B1VNST91,3007
40203020,Mediobanca SpA,MB IM,IT0000062957,765
55105020,Atlantica Yield plc,ABY UQ,GB00BLP5YB54,352424
25301020,TUI AG,TUI LN,DE000TUAG000,458872
20202010,Randstad Hldgs NV,RAND NA,NL0000379121,7187
35101020,ConvaTec Group Plc,CTEC LN,GB00BD3VFW73,711088
20305020,Abertis Infraestructuras SA,ABE SM,ES0111845014,2523
25102010,Porsche Automobil Holding SE,PAH3 GY,DE000PAH0038,3386
40101010,Nordax Group AB,NDX SS,SE0006965216,487112
40201040,London Stock Exchange Plc,LSE LN,GB00B0SWJX34,36091
20304020,Go-Ahead Group,GOG LN,GB0003753778,12290
40301030,Sampo Oyj A,SAMAS FH,FI0009003305,299
20305010,Fraport AG,FRA GY,DE0005773303,34911
15104020,Ferroglobe PLC,GSM UQ,GB00BYW6GV68,209942
60101040,Great Portland Estates,GPOR LN,GB00BZ0XJR39,3232
35201010,Vitrolife AB,VITR SS,SE0000816043,35113
35202010,Novartis AG Reg,NOVN VX,CH0012005267,2732
40301030,Zurich Insurance Group AG,ZURN VX,CH0011075394,2701
35101010,Fresenius SE & Co KGaA,FRE GY,DE0005785604,9534
25102010,Ferrari NV,RACE IM,NL0011585146,682217
15102010,LafargeHolcim Ltd,LHN VX,CH0012214059,2751
40301020,Standard Life Aberdeen,SL/ LN,GB00BVFD7Q58,43634
20103010,Tecnicas Reunidas SA,TRE SM,ES0178165017,43600
20103010,Actividades Construc Y Serv,ACS SM,ES0167050915,5398
25101010,GKN,GKN LN,GB0030646508,2875
20202020,Teleperformance,RCF FP,FR0000051807,12944
30202030,Unilever NV,UNA NA,NL0000009355,2293
20202010,Adecco Group AG Reg,ADEN VX,CH0012138605,2748
25401010,Ascential Plc,ASCL LN,GB00BYM8GJ06,687712
20106020,Ponsse OY,PON1V FH,FI0009005078,21468
40101010,Lloyds Banking Group Plc,LLOY LN,GB0008706128,2944
40101010,Danske Bank A/S,DANSKE DC,DK0010274414,249
45301010,BE Semiconductor NV,BESI NA,NL0000339760,15287
40301050,Swiss Re Reg,SREN VX,CH0126881561,2703
40203010,Capman Oyj,CPMBV FH,FI0009009377,33969
20201080,dormakaba Holding AG,DOKA SW,CH0011795959,21753
35101010,Carl Zeiss Meditec AG,AFX GY,DE0005313704,30705
15101050,Sika AG,SIK VX,CH0000587979,2809
40301020,St James's Place,STJ LN,GB0007669376,2845
20102010,Geberit AG Reg,GEBN VX,CH0030170408,29637
25301010,bet-at-home.com AG,ACX GY,DE000A0DNAY5,570277
35202010,Shire Plc,SHP LN,JE00B2QKY057,16466
60101010,Fonciere des Regions,FDR FP,FR0000064578,26304
30202010,Sudzucker AG,SZU GY,DE0007297004,3363
25301010,Betsson AB,BETSB SS,SE0009806896,31245
60101020,Tritax Big Box REIT Plc,BBOX LN,GB00BG49KP99,345600
25102010,Bayer Motoren Werke AG (BMW) Nvtg Prf,BMW3 GY,DE0005190037,3319
45201020,1&1 Drillisch AG,DRI GY,DE0005545503,27141
15102010,CRH Plc,CRH ID,IE0001827041,630
50101020,Deutsche Telekom,DTE GY,DE0005557508,16752
15105020,Holmen AB B,HOLMB SS,SE0000109290,2671
25502020,YOOX Net-A-Porter Group,YNAP IM,IT0003540470,211435
25203010,"Richemont, Cie Financiere A Br",CFR VX,CH0210483332,6939
20104020,Siemens Gamesa Renewable Energy SA,GAM SM,ES0143416115,33054
20103010,Acciona SA,ANA SM,ES0125220311,2563
40202010,Cembra Money Bank AG,CMBN SW,CH0225173167,345589
40201030,CaixaBank,CABK SM,ES0140609019,48019
50101020,TDC A/S,TDC DC,DK0060228559,9407
40101010,Natixis,KN FP,FR0000120685,458
20303010,Hapag-Lloyd AG,HLAG GR,DE000HLAG475,680857
45201020,Nolato AB B,NOLAB SS,SE0000109811,19239
55103010,United Utilities Group Plc,UU/ LN,GB00B39J2M42,2847
50201030,Altice SA A,ATC NA,NL0011333752,346407
45102010,HiQ Intl AB,HIQ SS,SE0009696883,28305
20105010,Daetwyler Hldg Ag Br,DAE SW,CH0030486770,9414
10102030,Hunting,HTG LN,GB0004478896,5432
30301010,Essity AB - B shares,ESSITYB SS,SE0009922164,752224
35201010,TiGenix NV,TIG BB,BE0003864817,44429
20201070,Intrum Justitia AB,IJ SS,SE0000936478,37398
50203010,Scout24 AG,G24 GR,DE000A12DM80,576107
35201010,Medigene AG,MDG1 GY,DE000A1X3W00,31978
20106020,Atlas Copco AB A,ATCOA SS,SE0006886750,2676
55102010,Italgas SpA,IG IM,IT0005211237,711009
40203010,Julius Baer Group,BAER VX,CH0102484968,210639
20103010,HOCHTIEF AG,HOT GY,DE0006070006,3358
45301010,Oerlikon Corp AG,OERL SW,CH0000816824,2785
25301010,International Game Technology PLC,IGT UN,GB00BVG7F061,34710
15102010,Forterra Plc,FORT LN,GB00BYYW3C20,696627
40201040,Bolsas y Mercados Espanoles,BME SM,ES0115056139,43705
25201040,RATIONAL AG,RAA GY,DE0007010803,30264
35202010,Roche Hldgs AG Br,RO SW,CH0012032113,2708
40203010,Vontobel Hldgs AG Reg,VONN SW,CH0012335540,2737
20106020,MAN SE,MAN GY,DE0005937007,3350
20106020,SFS Group AG,SFSN SW,CH0239229302,352275
20303010,KUEHNE & NAGEL INTL AG-REG,KNIN VX,CH0025238863,18909
40301020,Swiss Life Reg,SLHN VX,CH0014852781,6948
25101020,Continental AG,CON GY,DE0005439004,3389
20104010,SMA Solar Technology AG,S92 GY,DE000A0DJ6J9,53477
25401030,CTS Eventim,EVD GY,DE0005470306,30082
25201010,Koninklijke Philips Electronics NV (Royal Philips Electronics),PHIA NA,NL0000009538,2269
20106020,Vallourec,VK FP,FR0000120354,466
15105020,SCA - B shares,SCAB SS,SE0000112724,2615
30202030,Unilever,ULVR LN,GB00B10RZP78,2947
40301030,Baloise Hldg Reg,BALN VX,CH0012410517,2726
30302010,Symrise AG,SY1 GY,DE000SYM9999,44343
40201040,Euronext,ENX FP,NL0006294274,35377
15101020,Kemira Oyj,KRA1V FH,FI0009004824,11308
35202010,Vifor Pharma Group,VIFN VX,CH0364749348,9415
20103010,OCI NV,OCI NA,NL0010558797,318222
45201020,TomTom,TOM2 NA,NL0000387058,41744
20106020,Hexagon AB,HEXAB SS,SE0000103699,11779
45301010,JENOPTIK AG,JEN GY,DE0006229107,27160
55102010,Enagas SA,ENG SM,ES0130960018,37311
40403010,TAG Immobilien AG,TEG GY,DE0008303504,29978
15102010,Ibstock Plc,IBST LN,GB00BYXJC278,3027
25101010,Bertrandt AG,BDT GY,DE0005232805,17807
15101050,Lanxess AG,LXS GY,DE0005470405,41459
40301020,Old Mutual,OML LN,GB00B77J0862,28660
20201060,Gunnebo AB,GUNN SS,SE0000195570,19217
20104020,ABB Ltd,ABBN VX,CH0012221716,28508
25301010,NetEnt AB,NETB SS,SE0009773237,227040
40101015,Virgin Money Holdings (UK) Plc,VM/ LN,GB00BQ8P0644,452937
20107010,Schouw & Co,SCHO DC,DK0010253921,16233
40101010,Bank of Ireland Group,BKIR ID,IE00BD1RP616,637
45102010,Cancom SE,COK GY,DE0005419105,29196
15104020,Boliden AB,BOL SS,SE0000869646,38611
30101030,Kesko Oyj B,KESBV FH,FI0009000202,5900
40203030,Investec PLC.,INVP LN,GB00B17BBQ50,37531
60102020,Fabege AB,FABG SS,SE0000950636,14410
25301040,SSP Group Plc,SSPG LN,GB00BNGWY422,354702
50102010,Bouygues,EN FP,FR0000120503,376
60102020,Technopolis Oulu Oyj,TPS1V FH,FI0009006886,30580
35101010,Dragerwerk AG & Co KGaA,DRW3 GY,DE0005550636,7310
40102010,Deutsche Pfandbriefbank AG,PBB GY,DE0008019001,570207
55102010,Engie,ENGI FP,FR0010208488,41860
15104020,Antofagasta Hldgs,ANTO LN,GB0000456144,7235
20202020,SGS-Soc Gen Surveil Hldg Reg,SGSN VX,CH0002497458,2779
50203010,Rightmove Plc,RMV LN,GB00B2987V85,43220
40101015,Valian Holding AG,VATN SW,CH0014786500,18927
25504030,Nobia AB,NOBI SS,SE0000949331,37355
25301010,Mr Green & Co. AB,MRG SS,SE0006963682,759395
45102010,Tieto Oyj,TIE1V FH,FI0009000277,9198
20201050,Suez SA,SEV FP,FR0010613471,53491
25203010,Swatch Group AG-B,UHR VX,CH0012255151,5418
20106020,Heidelberger Druckmaschinen,HDD GY,DE0007314007,26057
40201040,IG Group Holdings,IGG LN,GB00B06QFB75,41664
40203020,Nex Group,NXG LN,GB00BZ02MH16,26602
20107010,Bergman & Beving,BBTOB SS,SE0000101362,9329
20201070,AA Plc,AA/ LN,GB00BMSKPJ95,353167
35101020,Sartorius Stedim Biotech,DIM FP,FR0013154002,19133
25401010,United Business Media Ltd,UBM LN,JE00BD9WR069,3072
20106010,CNH Industrial NV,CNHI IM,NL0010545661,270483
20103010,SPIE,SPIE FP,FR0012757854,487017
20302010,Deutsche Lufthansa Reg,LHA GY,DE0008232125,3347
15101010,Solvay,SOLB BB,BE0003470755,199
